MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	sample_name	cell_count	collection_timestamp	description	ATTRIBUTE_diet_intervention	dna_extracted	elevation	empo_1	empo_2	empo_3	empo_4	env_biome	env_feature	env_material	env_package	geo_loc_name	ATTRIBUTE_host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	katharo_strains	katharoseq_aliquot_volume_ul	katharoseq_batch_information	katharoseq_plate_number	latitude	longitude	ATTRIBUTE_mouse_age	ATTRIBUTE_mouse_gender	mouse_genotype	mouse_id	ATTRIBUTE_mouse_treatment	number_on_plate	physical_specimen_location	physical_specimen_remaining	plate_well	qiita_study_id	sample_handling	ATTRIBUTE_sample_type	scientific_name	ATTRIBUTE_sex	sub_project	ATTRIBUTE_subproject	taxon_id	time_point	title	tube_id	volume	scrub_control	well_id	well_id_96	run	katharoseq_cell_count	katharoseq_strain	genotype	genotype_diet_gender	genotype_treatment	plate	sample_handling.1	submitted_mak_plate	subproject_verbose	genotype_gender_age	genotype_diet	ATTRIBUTE_host_age_numeric	sample_name_original	sample_name_qiita	SampleType_QCMXP	Order	Batch
MSV000093184	15108_KATHARO_MAK_7_9B_400000.mzML	blank_extraction	blank_extraction	not applicable	2024	not applicable	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	KATHARO.MAK.7.9B.400000	not applicable	control sample	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.KATHARO.MAK.7.9B.400000	MSV000093184_KATHARO.MAK.7.9B.400000	not applicable	not applicable	not applicable	15108.KATHARO.MAK.7.9B.400000		7/24/23	KATHARO.MAK.7.9B.400000	not applicable	TRUE	193	Control	Positive	Single strain		urban biome	research facility	cell culture	misc environment	USA:CA:San Diego	not applicable	months	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	KATHARO.MAK.7.9B.400000	not applicable	not applicable	not applicable	not applicable	200	12/16/2022, 0.5B lysobacter cells in 50mL of 1xDPBS+0.5uM CCCP + 25% glycerol	5	32.5	-117.25	not applicable	control sample	control sample	KATHARO.MAK.7.9B.400000	control sample	control sample	UCSD	FALSE	control sample	15108	control sample	positive control	metagenome	control sample	not specified	control sample	256318		Mak_dapensutrile	KATHARO.MAK.7.9B.400000	control sample					400000	Lysobacter sp. OAE881		positive_control	positive_control	control sample	control sample	control sample	control sample	positive_control		not applicable	15108.KATHARO.MAK.7.9B.400000	15108.KATHARO.MAK.7.9B.400000	unknown	673	1
MSV000093184	15108_KATHARO_MAK_7_9C_80000.mzML	blank_extraction	blank_extraction	not applicable	2024	not applicable	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	KATHARO.MAK.7.9C.80000	not applicable	control sample	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.KATHARO.MAK.7.9C.80000	MSV000093184_KATHARO.MAK.7.9C.80000	not applicable	not applicable	not applicable	15108.KATHARO.MAK.7.9C.80000		7/24/23	KATHARO.MAK.7.9C.80000	not applicable	TRUE	193	Control	Positive	Single strain		urban biome	research facility	cell culture	misc environment	USA:CA:San Diego	not applicable	months	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	KATHARO.MAK.7.9C.80000	not applicable	not applicable	not applicable	not applicable	200	12/16/2022, 0.5B lysobacter cells in 50mL of 1xDPBS+0.5uM CCCP + 25% glycerol	5	32.5	-117.25	not applicable	control sample	control sample	KATHARO.MAK.7.9C.80000	control sample	control sample	UCSD	FALSE	control sample	15108	control sample	positive control	metagenome	control sample	not specified	control sample	256318		Mak_dapensutrile	KATHARO.MAK.7.9C.80000	control sample					80000	Lysobacter sp. OAE881		positive_control	positive_control	control sample	control sample	control sample	control sample	positive_control		not applicable	15108.KATHARO.MAK.7.9C.80000	15108.KATHARO.MAK.7.9C.80000	unknown	688	1
MSV000093184	15108_KATHARO_MAK_7_9D_16000.mzML	blank_extraction	blank_extraction	not applicable	2024	not applicable	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	KATHARO.MAK.7.9D.16000	not applicable	control sample	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.KATHARO.MAK.7.9D.16000	MSV000093184_KATHARO.MAK.7.9D.16000	not applicable	not applicable	not applicable	15108.KATHARO.MAK.7.9D.16000		7/24/23	KATHARO.MAK.7.9D.16000	not applicable	TRUE	193	Control	Positive	Single strain		urban biome	research facility	cell culture	misc environment	USA:CA:San Diego	not applicable	months	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	KATHARO.MAK.7.9D.16000	not applicable	not applicable	not applicable	not applicable	200	12/16/2022, 0.5B lysobacter cells in 50mL of 1xDPBS+0.5uM CCCP + 25% glycerol	5	32.5	-117.25	not applicable	control sample	control sample	KATHARO.MAK.7.9D.16000	control sample	control sample	UCSD	FALSE	control sample	15108	control sample	positive control	metagenome	control sample	not specified	control sample	256318		Mak_dapensutrile	KATHARO.MAK.7.9D.16000	control sample					16000	Lysobacter sp. OAE881		positive_control	positive_control	control sample	control sample	control sample	control sample	positive_control		not applicable	15108.KATHARO.MAK.7.9D.16000	15108.KATHARO.MAK.7.9D.16000	unknown	755	1
MSV000093184	15108_KATHARO_MAK_7_9E_3200.mzML	blank_extraction	blank_extraction	not applicable	2024	not applicable	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	KATHARO.MAK.7.9E.3200	not applicable	control sample	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.KATHARO.MAK.7.9E.3200	MSV000093184_KATHARO.MAK.7.9E.3200	not applicable	not applicable	not applicable	15108.KATHARO.MAK.7.9E.3200		7/24/23	KATHARO.MAK.7.9E.3200	not applicable	TRUE	193	Control	Positive	Single strain		urban biome	research facility	cell culture	misc environment	USA:CA:San Diego	not applicable	months	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	KATHARO.MAK.7.9E.3200	not applicable	not applicable	not applicable	not applicable	200	12/16/2022, 0.5B lysobacter cells in 50mL of 1xDPBS+0.5uM CCCP + 25% glycerol	5	32.5	-117.25	not applicable	control sample	control sample	KATHARO.MAK.7.9E.3200	control sample	control sample	UCSD	FALSE	control sample	15108	control sample	positive control	metagenome	control sample	not specified	control sample	256318		Mak_dapensutrile	KATHARO.MAK.7.9E.3200	control sample					3200	Lysobacter sp. OAE881		positive_control	positive_control	control sample	control sample	control sample	control sample	positive_control		not applicable	15108.KATHARO.MAK.7.9E.3200	15108.KATHARO.MAK.7.9E.3200	unknown	700	1
MSV000093184	15108_KATHARO_MAK_7_9F_640.mzML	blank_extraction	blank_extraction	not applicable	2024	not applicable	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	KATHARO.MAK.7.9F.640	not applicable	control sample	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.KATHARO.MAK.7.9F.640	MSV000093184_KATHARO.MAK.7.9F.640	not applicable	not applicable	not applicable	15108.KATHARO.MAK.7.9F.640		7/24/23	KATHARO.MAK.7.9F.640	not applicable	TRUE	193	Control	Positive	Single strain		urban biome	research facility	cell culture	misc environment	USA:CA:San Diego	not applicable	months	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	KATHARO.MAK.7.9F.640	not applicable	not applicable	not applicable	not applicable	200	12/16/2022, 0.5B lysobacter cells in 50mL of 1xDPBS+0.5uM CCCP + 25% glycerol	5	32.5	-117.25	not applicable	control sample	control sample	KATHARO.MAK.7.9F.640	control sample	control sample	UCSD	FALSE	control sample	15108	control sample	positive control	metagenome	control sample	not specified	control sample	256318		Mak_dapensutrile	KATHARO.MAK.7.9F.640	control sample					640	Lysobacter sp. OAE881		positive_control	positive_control	control sample	control sample	control sample	control sample	positive_control		not applicable	15108.KATHARO.MAK.7.9F.640	15108.KATHARO.MAK.7.9F.640	unknown	725	1
MSV000093184	15108_KATHARO_MAK_7_9G_128.mzML	blank_extraction	blank_extraction	not applicable	2024	not applicable	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	KATHARO.MAK.7.9G.128	not applicable	control sample	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.KATHARO.MAK.7.9G.128	MSV000093184_KATHARO.MAK.7.9G.128	not applicable	not applicable	not applicable	15108.KATHARO.MAK.7.9G.128		7/24/23	KATHARO.MAK.7.9G.128	not applicable	TRUE	193	Control	Positive	Single strain		urban biome	research facility	cell culture	misc environment	USA:CA:San Diego	not applicable	months	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	KATHARO.MAK.7.9G.128	not applicable	not applicable	not applicable	not applicable	200	12/16/2022, 0.5B lysobacter cells in 50mL of 1xDPBS+0.5uM CCCP + 25% glycerol	5	32.5	-117.25	not applicable	control sample	control sample	KATHARO.MAK.7.9G.128	control sample	control sample	UCSD	FALSE	control sample	15108	control sample	positive control	metagenome	control sample	not specified	control sample	256318		Mak_dapensutrile	KATHARO.MAK.7.9G.128	control sample					128	Lysobacter sp. OAE881		positive_control	positive_control	control sample	control sample	control sample	control sample	positive_control		not applicable	15108.KATHARO.MAK.7.9G.128	15108.KATHARO.MAK.7.9G.128	unknown	672	1
MSV000093184	15108_KATHARO_MAK_7_9H_26.mzML	blank_extraction	blank_extraction	not applicable	2024	not applicable	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	KATHARO.MAK.7.9H.26	not applicable	control sample	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.KATHARO.MAK.7.9H.26	MSV000093184_KATHARO.MAK.7.9H.26	not applicable	not applicable	not applicable	15108.KATHARO.MAK.7.9H.26		7/24/23	KATHARO.MAK.7.9H.26	not applicable	TRUE	193	Control	Positive	Single strain		urban biome	research facility	cell culture	misc environment	USA:CA:San Diego	not applicable	months	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	KATHARO.MAK.7.9H.26	not applicable	not applicable	not applicable	not applicable	200	12/16/2022, 0.5B lysobacter cells in 50mL of 1xDPBS+0.5uM CCCP + 25% glycerol	5	32.5	-117.25	not applicable	control sample	control sample	KATHARO.MAK.7.9H.26	control sample	control sample	UCSD	FALSE	control sample	15108	control sample	positive control	metagenome	control sample	not specified	control sample	256318		Mak_dapensutrile	KATHARO.MAK.7.9H.26	control sample					26	Lysobacter sp. OAE881		positive_control	positive_control	control sample	control sample	control sample	control sample	positive_control		not applicable	15108.KATHARO.MAK.7.9H.26	15108.KATHARO.MAK.7.9H.26	unknown	654	1
MSV000093184	15108_2904_WT_Dapensutrile_serum_CtnsvsWT_Dapensutrile_serum.mzML	animal	biofluid	10095|Mus sp.	2024	blood draw, venous	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)		not applicable		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2904.CtnsKO.sub2.9mo.serum	MSV000093184_NA	not applicable	not applicable	not applicable	15108.2904.CtnsKO.sub2.9mo.serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	15108.2904.WT.Dapensutrile.serum.CtnsvsWT.Dapensutrile.serum	15108.2904.CtnsKO.sub2.9mo.serum	unknown	402	1
MSV000093184	15108_2905_WT_Dapensutrile_serum_CtnsvsWT_Dapensutrile_serum.mzML	animal	biofluid	10095|Mus sp.	2024	blood draw, venous	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)		not applicable		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2905.CtnsKO.sub2.9mo.serum	MSV000093184_NA	not applicable	not applicable	not applicable	15108.2905.CtnsKO.sub2.9mo.serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	15108.2905.WT.Dapensutrile.serum.CtnsvsWT.Dapensutrile.serum	15108.2905.CtnsKO.sub2.9mo.serum	unknown	334	1
MSV000093184	15108_2909_WT_Dapensutrile_serum_CtnsvsWT_Dapensutrile_serum.mzML	animal	biofluid	10095|Mus sp.	2024	blood draw, venous	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)		not applicable		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2909.CtnsKO.sub2.9mo.serum	MSV000093184_NA	not applicable	not applicable	not applicable	15108.2909.CtnsKO.sub2.9mo.serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	15108.2909.WT.Dapensutrile.serum.CtnsvsWT.Dapensutrile.serum	15108.2909.CtnsKO.sub2.9mo.serum	unknown	333	1
MSV000093184	IS_initial.mzML	blank_analysis	blank_analysis	not applicable	2024	not applicable	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000093184_not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Blank	0	1
MSV000093184	IS_end.mzML	blank_analysis	blank_analysis	not applicable	2024	not applicable	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000093184_not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Blank	762	1
MSV000093184	IS_01.mzML	blank_analysis	blank_analysis	not applicable	2024	not applicable	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000093184_not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Blank	1	1
MSV000093184	IS_02.mzML	blank_analysis	blank_analysis	not applicable	2024	not applicable	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000093184_not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Blank	5	1
MSV000093184	IS_03.mzML	blank_analysis	blank_analysis	not applicable	2024	not applicable	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000093184_not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Blank	109	1
MSV000093184	IS_04.mzML	blank_analysis	blank_analysis	not applicable	2024	not applicable	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000093184_not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Blank	113	1
MSV000093184	IS_05.mzML	blank_analysis	blank_analysis	not applicable	2024	not applicable	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000093184_not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Blank	217	1
MSV000093184	IS_06.mzML	blank_analysis	blank_analysis	not applicable	2024	not applicable	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000093184_not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Blank	221	1
MSV000093184	IS_07.mzML	blank_analysis	blank_analysis	not applicable	2024	not applicable	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000093184_not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Blank	324	1
MSV000093184	IS_08.mzML	blank_analysis	blank_analysis	not applicable	2024	not applicable	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000093184_not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Blank	328	1
